c,idnew,trtid4,geoid10
11,2444,06059032029,"06059032029"
11,2445,06059032030,"06059032030"
11,2446,06059032031,"06059032031"
11,2447,06059032032,"06059032032"
9,2448,06059032033,"06059032033"
11,2449,06059032034,"06059032034"
11,2450,06059032035,"06059032035"
11,2451,06059032036,"06059032036"
11,2452,06059032037,"06059032037"
11,2453,06059032038,"06059032038"
11,2454,06059032039,"06059032039"
11,2455,06059032040,"06059032040"
11,2456,06059032041,"06059032041"
11,2457,06059032042,"06059032042"
11,2458,06059032043,"06059032043"
9,2459,06059032044,"06059032044"
11,2460,06059032045,"06059032045"
11,2461,06059032046,"06059032046"
11,2462,06059032047,"06059032047"
11,2463,06059032048,"06059032048"
11,2464,06059032049,"06059032049"
9,2465,06059032050,"06059032050"
11,2466,06059032051,"06059032051"
11,2467,06059032053,"06059032053"
11,2468,06059032054,"06059032054"
11,2469,06059032055,"06059032055"
11,2470,06059032056,"06059032056"
11,2471,06059032057,"06059032057"
4,2472,06059032058,"06059032058"
11,2473,06059032059,"06059032059"
11,2474,06059032061,"06059032061"
11,2475,06059042103,"06059042103"
11,2476,06059042106,"06059042106"
11,2477,06059042107,"06059042107"
11,2478,06059042108,"06059042108"
11,2479,06059042109,"06059042109"
11,2480,06059042111,"06059042111"
11,2481,06059042112,"06059042112"
11,2482,06059042113,"06059042113"
11,2483,06059042114,"06059042114"
9,2484,06059042201,"06059042201"
11,2485,06059042203,"06059042203"
11,2486,06059042205,"06059042205"
5,2487,06059042206,"06059042206"
11,2488,06059042305,"06059042305"
11,2489,06059042307,"06059042307"
11,2490,06059042310,"06059042310"
9,2491,06059042311,"06059042311"
7,2492,06059042312,"06059042312"
11,2493,06059042313,"06059042313"
11,2494,06059042315,"06059042315"
11,2495,06059042317,"06059042317"
11,2496,06059042319,"06059042319"
9,2497,06059042320,"06059042320"
11,2498,06059042323,"06059042323"
11,2499,06059042324,"06059042324"
7,2500,06059042325,"06059042325"
11,2501,06059042326,"06059042326"
11,2502,06059042327,"06059042327"
9,2503,06059042328,"06059042328"
9,2504,06059042329,"06059042329"
9,2505,06059042330,"06059042330"
9,2506,06059042331,"06059042331"
11,2507,06059042332,"06059042332"
11,2508,06059042333,"06059042333"
11,2509,06059042334,"06059042334"
5,2510,06059042335,"06059042335"
11,2511,06059042336,"06059042336"
9,2512,06059042337,"06059042337"
7,2513,06059042338,"06059042338"
11,2514,06059042339,"06059042339"
7,2515,06059052404,"06059052404"
9,2516,06059052408,"06059052408"
9,2517,06059052410,"06059052410"
9,2518,06059052411,"06059052411"
8,2519,06059052415,"06059052415"
9,2520,06059052416,"06059052416"
11,2521,06059052417,"06059052417"
11,2522,06059052418,"06059052418"
11,2523,06059052419,"06059052419"
11,2524,06059052420,"06059052420"
9,2525,06059052421,"06059052421"
9,2526,06059052422,"06059052422"
11,2527,06059052423,"06059052423"
9,2528,06059052424,"06059052424"
9,2529,06059052425,"06059052425"
9,2530,06059052426,"06059052426"
9,2531,06059052427,"06059052427"
9,2532,06059052428,"06059052428"
9,2533,06059052502,"06059052502"
8,2534,06059052505,"06059052505"
8,2535,06059052506,"06059052506"
11,2536,06059052511,"06059052511"
9,2537,06059052513,"06059052513"
9,2538,06059052514,"06059052514"
8,2539,06059052515,"06059052515"
8,2540,06059052517,"06059052517"
8,2541,06059052518,"06059052518"
9,2542,06059052519,"06059052519"
8,2543,06059052520,"06059052520"
9,2544,06059052521,"06059052521"
8,2545,06059052522,"06059052522"
9,2546,06059052523,"06059052523"
11,2547,06059052524,"06059052524"
11,2548,06059052525,"06059052525"
9,2549,06059052526,"06059052526"
8,2550,06059052527,"06059052527"
9,2551,06059052528,"06059052528"
8,2552,06059062604,"06059062604"
11,2553,06059062605,"06059062605"
11,2554,06059062610,"06059062610"
9,2555,06059062611,"06059062611"
11,2556,06059062612,"06059062612"
7,2557,06059062614,"06059062614"
8,2558,06059062619,"06059062619"
8,2559,06059062620,"06059062620"
9,2560,06059062621,"06059062621"
9,2561,06059062622,"06059062622"
9,2562,06059062625,"06059062625"
9,2563,06059062626,"06059062626"
11,2564,06059062627,"06059062627"
9,2565,06059062628,"06059062628"
9,2566,06059062629,"06059062629"
9,2567,06059062630,"06059062630"
9,2568,06059062631,"06059062631"
11,2569,06059062632,"06059062632"
9,2570,06059062633,"06059062633"
9,2571,06059062634,"06059062634"
9,2572,06059062635,"06059062635"
7,2573,06059062636,"06059062636"
11,2574,06059062637,"06059062637"
9,2575,06059062638,"06059062638"
11,2576,06059062639,"06059062639"
9,2577,06059062640,"06059062640"
11,2578,06059062641,"06059062641"
9,2579,06059062642,"06059062642"
11,2580,06059062643,"06059062643"
11,2581,06059062644,"06059062644"
11,2582,06059062645,"06059062645"
11,2583,06059062646,"06059062646"
11,2584,06059062647,"06059062647"
11,2585,06059062648,"06059062648"
11,2586,06059062649,"06059062649"
11,2587,06059062701,"06059062701"
11,2588,06059062702,"06059062702"
11,2589,06059062800,"06059062800"
11,2590,06059062900,"06059062900"
11,2591,06059063004,"06059063004"
11,2592,06059063005,"06059063005"
11,2593,06059063006,"06059063006"
11,2594,06059063007,"06059063007"
11,2595,06059063008,"06059063008"
11,2596,06059063009,"06059063009"
11,2597,06059063010,"06059063010"
11,2598,06059063101,"06059063101"
11,2599,06059063102,"06059063102"
11,2600,06059063103,"06059063103"
11,2601,06059063201,"06059063201"
11,2602,06059063202,"06059063202"
11,2603,06059063301,"06059063301"
4,2604,06059063302,"06059063302"
5,2605,06059063400,"06059063400"
5,2606,06059063500,"06059063500"
7,2607,06059063601,"06059063601"
11,2608,06059063603,"06059063603"
11,2609,06059063604,"06059063604"
11,2610,06059063605,"06059063605"
11,2611,06059063701,"06059063701"
9,2612,06059063702,"06059063702"
5,2613,06059063802,"06059063802"
9,2614,06059063803,"06059063803"
7,2615,06059063805,"06059063805"
7,2616,06059063806,"06059063806"
11,2617,06059063807,"06059063807"
7,2618,06059063808,"06059063808"
9,2619,06059063902,"06059063902"
9,2620,06059063903,"06059063903"
10,2621,06059063904,"06059063904"
7,2622,06059063905,"06059063905"
5,2623,06059063906,"06059063906"
5,2624,06059063907,"06059063907"
5,2625,06059063908,"06059063908"
5,2626,06059074003,"06059074003"
7,2627,06059074004,"06059074004"
9,2628,06059074005,"06059074005"
4,2629,06059074006,"06059074006"
4,2630,06059074102,"06059074102"
8,2631,06059074103,"06059074103"
7,2632,06059074106,"06059074106"
4,2633,06059074107,"06059074107"
4,2634,06059074108,"06059074108"
5,2635,06059074109,"06059074109"
4,2636,06059074110,"06059074110"
4,2637,06059074111,"06059074111"
5,2638,06059074200,"06059074200"
5,2639,06059074300,"06059074300"
4,2640,06059074403,"06059074403"
4,2641,06059074405,"06059074405"
4,2642,06059074406,"06059074406"
4,2643,06059074407,"06059074407"
4,2644,06059074408,"06059074408"
4,2645,06059074501,"06059074501"
4,2646,06059074502,"06059074502"
4,2647,06059074601,"06059074601"
5,2648,06059074602,"06059074602"
6,2649,06059074701,"06059074701"
6,2650,06059074702,"06059074702"
4,2651,06059074801,"06059074801"
4,2652,06059074802,"06059074802"
4,2653,06059074803,"06059074803"
5,2654,06059074805,"06059074805"
5,2655,06059074806,"06059074806"
5,2656,06059074901,"06059074901"
4,2657,06059074902,"06059074902"
4,2658,06059075002,"06059075002"
5,2659,06059075003,"06059075003"
5,2660,06059075004,"06059075004"
7,2661,06059075100,"06059075100"
7,2662,06059075201,"06059075201"
5,2663,06059075202,"06059075202"
5,2664,06059075301,"06059075301"
7,2665,06059075302,"06059075302"
7,2666,06059075303,"06059075303"
7,2667,06059075401,"06059075401"
9,2668,06059075403,"06059075403"
7,2669,06059075404,"06059075404"
7,2670,06059075405,"06059075405"
7,2671,06059075504,"06059075504"
5,2672,06059075505,"06059075505"
9,2673,06059075506,"06059075506"
11,2674,06059075507,"06059075507"
9,2675,06059075512,"06059075512"
9,2676,06059075513,"06059075513"
9,2677,06059075514,"06059075514"
9,2678,06059075515,"06059075515"
7,2679,06059075603,"06059075603"
11,2680,06059075604,"06059075604"
11,2681,06059075605,"06059075605"
7,2682,06059075606,"06059075606"
7,2683,06059075607,"06059075607"
7,2684,06059075701,"06059075701"
11,2685,06059075702,"06059075702"
11,2686,06059075703,"06059075703"
9,2687,06059075805,"06059075805"
5,2688,06059075806,"06059075806"
5,2689,06059075807,"06059075807"
9,2690,06059075808,"06059075808"
9,2691,06059075809,"06059075809"
11,2692,06059075810,"06059075810"
7,2693,06059075811,"06059075811"
11,2694,06059075812,"06059075812"
7,2695,06059075813,"06059075813"
7,2696,06059075814,"06059075814"
7,2697,06059075815,"06059075815"
9,2698,06059075816,"06059075816"
7,2699,06059075901,"06059075901"
11,2700,06059075902,"06059075902"
7,2701,06059076000,"06059076000"
4,2702,06059076101,"06059076101"
7,2703,06059076102,"06059076102"
7,2704,06059076103,"06059076103"
11,2705,06059076201,"06059076201"
5,2706,06059076202,"06059076202"
7,2707,06059076204,"06059076204"
7,2708,06059076205,"06059076205"
7,2709,06059076206,"06059076206"
7,2710,06059076208,"06059076208"
5,2711,06059086301,"06059086301"
5,2712,06059086303,"06059086303"
5,2713,06059086304,"06059086304"
7,2714,06059086305,"06059086305"
7,2715,06059086306,"06059086306"
5,2716,06059086402,"06059086402"
4,2717,06059086404,"06059086404"
5,2718,06059086405,"06059086405"
5,2719,06059086406,"06059086406"
7,2720,06059086407,"06059086407"
7,2721,06059086501,"06059086501"
9,2722,06059086502,"06059086502"
7,2723,06059086601,"06059086601"
9,2724,06059086602,"06059086602"
7,2725,06059086701,"06059086701"
9,2726,06059086702,"06059086702"
7,2727,06059086801,"06059086801"
7,2728,06059086802,"06059086802"
7,2729,06059086803,"06059086803"
9,2730,06059086901,"06059086901"
7,2731,06059086902,"06059086902"
9,2732,06059086903,"06059086903"
9,2733,06059087001,"06059087001"
7,2734,06059087002,"06059087002"
7,2735,06059087101,"06059087101"
10,2736,06059087102,"06059087102"
7,2737,06059087103,"06059087103"
5,2738,06059087105,"06059087105"
5,2739,06059087106,"06059087106"
5,2740,06059087200,"06059087200"
5,2741,06059087300,"06059087300"
5,2742,06059087401,"06059087401"
4,2743,06059087403,"06059087403"
7,2744,06059087404,"06059087404"
7,2745,06059087405,"06059087405"
9,2746,06059087503,"06059087503"
7,2747,06059087504,"06059087504"
9,2748,06059087505,"06059087505"
7,2749,06059087601,"06059087601"
9,2750,06059087602,"06059087602"
5,2751,06059087701,"06059087701"
7,2752,06059087703,"06059087703"
7,2753,06059087704,"06059087704"
9,2754,06059087801,"06059087801"
7,2755,06059087802,"06059087802"
9,2756,06059087803,"06059087803"
9,2757,06059087805,"06059087805"
7,2758,06059087806,"06059087806"
9,2759,06059087901,"06059087901"
9,2760,06059087902,"06059087902"
9,2761,06059088001,"06059088001"
8,2762,06059088002,"06059088002"
9,2763,06059088101,"06059088101"
9,2764,06059088104,"06059088104"
9,2765,06059088105,"06059088105"
9,2766,06059088106,"06059088106"
9,2767,06059088107,"06059088107"
9,2768,06059088201,"06059088201"
7,2769,06059088202,"06059088202"
7,2770,06059088203,"06059088203"
9,2771,06059088301,"06059088301"
7,2772,06059088302,"06059088302"
8,2773,06059088401,"06059088401"
9,2774,06059088402,"06059088402"
8,2775,06059088403,"06059088403"
8,2776,06059088501,"06059088501"
8,2777,06059088502,"06059088502"
8,2778,06059088601,"06059088601"
8,2779,06059088602,"06059088602"
8,2780,06059088701,"06059088701"
8,2781,06059088702,"06059088702"
8,2782,06059088801,"06059088801"
8,2783,06059088802,"06059088802"
8,2784,06059088901,"06059088901"
9,2785,06059088902,"06059088902"
9,2786,06059088903,"06059088903"
7,2787,06059088904,"06059088904"
9,2788,06059088905,"06059088905"
4,2789,06059089001,"06059089001"
7,2790,06059089003,"06059089003"
9,2791,06059089004,"06059089004"
9,2792,06059089102,"06059089102"
8,2793,06059089104,"06059089104"
8,2794,06059089105,"06059089105"
9,2795,06059089106,"06059089106"
11,2796,06059089107,"06059089107"
11,2797,06059099202,"06059099202"
11,2798,06059099203,"06059099203"
11,2799,06059099204,"06059099204"
11,2800,06059099212,"06059099212"
8,2801,06059099214,"06059099214"
8,2802,06059099215,"06059099215"
8,2803,06059099216,"06059099216"
9,2804,06059099217,"06059099217"
8,2805,06059099220,"06059099220"
9,2806,06059099222,"06059099222"
9,2807,06059099223,"06059099223"
9,2808,06059099224,"06059099224"
9,2809,06059099225,"06059099225"
9,2810,06059099226,"06059099226"
9,2811,06059099227,"06059099227"
9,2812,06059099229,"06059099229"
11,2813,06059099230,"06059099230"
11,2814,06059099231,"06059099231"
9,2815,06059099232,"06059099232"
9,2816,06059099233,"06059099233"
11,2817,06059099234,"06059099234"
9,2818,06059099235,"06059099235"
9,2819,06059099237,"06059099237"
11,2820,06059099238,"06059099238"
11,2821,06059099239,"06059099239"
11,2822,06059099240,"06059099240"
9,2823,06059099241,"06059099241"
8,2824,06059099242,"06059099242"
9,2825,06059099243,"06059099243"
5,2826,06059099244,"06059099244"
9,2827,06059099245,"06059099245"
9,2828,06059099246,"06059099246"
11,2829,06059099247,"06059099247"
11,2830,06059099248,"06059099248"
11,2831,06059099249,"06059099249"
9,2832,06059099250,"06059099250"
11,2833,06059099251,"06059099251"
11,2834,06059099305,"06059099305"
11,2835,06059099306,"06059099306"
5,2836,06059099307,"06059099307"
11,2837,06059099308,"06059099308"
11,2838,06059099309,"06059099309"
11,2839,06059099310,"06059099310"
11,2840,06059099311,"06059099311"
11,2841,06059099402,"06059099402"
9,2842,06059099404,"06059099404"
7,2843,06059099405,"06059099405"
11,2844,06059099406,"06059099406"
9,2845,06059099407,"06059099407"
11,2846,06059099408,"06059099408"
11,2847,06059099410,"06059099410"
11,2848,06059099411,"06059099411"
7,2849,06059099412,"06059099412"
11,2850,06059099413,"06059099413"
11,2851,06059099415,"06059099415"
11,2852,06059099416,"06059099416"
11,2853,06059099417,"06059099417"
11,2854,06059099502,"06059099502"
11,2855,06059099504,"06059099504"
11,2856,06059099506,"06059099506"
11,2857,06059099508,"06059099508"
11,2858,06059099509,"06059099509"
9,2859,06059099510,"06059099510"
9,2860,06059099511,"06059099511"
9,2861,06059099512,"06059099512"
11,2862,06059099513,"06059099513"
9,2863,06059099514,"06059099514"
8,2864,06059099601,"06059099601"
8,2865,06059099602,"06059099602"
9,2866,06059099603,"06059099603"
8,2867,06059099604,"06059099604"
8,2868,06059099605,"06059099605"
8,2869,06059099701,"06059099701"
9,2870,06059099702,"06059099702"
9,2871,06059099703,"06059099703"
8,2872,06059099801,"06059099801"
11,2873,06059099802,"06059099802"
9,2874,06059099803,"06059099803"
9,2875,06059099902,"06059099902"
11,2876,06059099903,"06059099903"
11,2877,06059099904,"06059099904"
11,2878,06059099905,"06059099905"
11,2879,06059099906,"06059099906"
11,2880,06059110001,"06059110001"
11,2881,06059110003,"06059110003"
9,2882,06059110004,"06059110004"
9,2883,06059110005,"06059110005"
11,2884,06059110006,"06059110006"
9,2885,06059110007,"06059110007"
11,2886,06059110008,"06059110008"
9,2887,06059110010,"06059110010"
9,2888,06059110011,"06059110011"
9,2889,06059110012,"06059110012"
11,2890,06059110014,"06059110014"
9,2891,06059110015,"06059110015"
9,2892,06059110102,"06059110102"
9,2893,06059110104,"06059110104"
9,2894,06059110106,"06059110106"
9,2895,06059110108,"06059110108"
8,2896,06059110109,"06059110109"
8,2897,06059110110,"06059110110"
9,2898,06059110111,"06059110111"
8,2899,06059110113,"06059110113"
9,2900,06059110114,"06059110114"
9,2901,06059110115,"06059110115"
9,2902,06059110116,"06059110116"
9,2903,06059110117,"06059110117"
9,2904,06059110118,"06059110118"
9,2905,06059110201,"06059110201"
9,2906,06059110202,"06059110202"
9,2907,06059110203,"06059110203"
7,2908,06059110301,"06059110301"
7,2909,06059110302,"06059110302"
9,2910,06059110303,"06059110303"
8,2911,06059110304,"06059110304"
8,2912,06059110401,"06059110401"
9,2913,06059110402,"06059110402"
9,2914,06059110500,"06059110500"
2,2915,06059110603,"06059110603"
7,2916,06059110604,"06059110604"
7,2917,06059110605,"06059110605"
2,2918,06059110606,"06059110606"
9,2919,06059110607,"06059110607"
7,2920,06059980000,"06059980000"
7,2921,17031010100,"17031010100"
7,2922,17031010201,"17031010201"
7,2923,17031010202,"17031010202"
7,2924,17031010300,"17031010300"
7,2925,17031010400,"17031010400"
7,2926,17031010501,"17031010501"
9,2927,17031010502,"17031010502"
11,2928,17031010503,"17031010503"
11,2929,17031010600,"17031010600"
7,2930,17031010701,"17031010701"
9,2931,17031010702,"17031010702"
9,2932,17031020100,"17031020100"
9,2933,17031020200,"17031020200"
9,2934,17031020301,"17031020301"
9,2935,17031020302,"17031020302"
9,2936,17031020400,"17031020400"
9,2937,17031020500,"17031020500"
9,2938,17031020601,"17031020601"
9,2939,17031020602,"17031020602"
9,2940,17031020701,"17031020701"
11,2941,17031020702,"17031020702"
9,2942,17031020801,"17031020801"
9,2943,17031020802,"17031020802"
11,2944,17031020901,"17031020901"
7,2945,17031020902,"17031020902"
7,2946,17031030101,"17031030101"
10,2947,17031030102,"17031030102"
11,2948,17031030103,"17031030103"
11,2949,17031030104,"17031030104"
9,2950,17031030200,"17031030200"
11,2951,17031030300,"17031030300"
10,2952,17031030400,"17031030400"
11,2953,17031030500,"17031030500"
11,2954,17031030601,"17031030601"
11,2955,17031030603,"17031030603"
11,2956,17031030604,"17031030604"
10,2957,17031030701,"17031030701"
10,2958,17031030702,"17031030702"
9,2959,17031030703,"17031030703"
9,2960,17031030706,"17031030706"
11,2961,17031030800,"17031030800"
10,2962,17031030900,"17031030900"
2,2963,17031031000,"17031031000"
10,2964,17031031100,"17031031100"
10,2965,17031031200,"17031031200"
10,2966,17031031300,"17031031300"
10,2967,17031031400,"17031031400"
7,2968,17031031501,"17031031501"
9,2969,17031031502,"17031031502"
9,2970,17031031700,"17031031700"
9,2971,17031031800,"17031031800"
11,2972,17031031900,"17031031900"
11,2973,17031032100,"17031032100"
11,2974,17031040100,"17031040100"
11,2975,17031040201,"17031040201"
11,2976,17031040202,"17031040202"
11,2977,17031040300,"17031040300"
11,2978,17031040401,"17031040401"
11,2979,17031040402,"17031040402"
11,2980,17031040600,"17031040600"
11,2981,17031040700,"17031040700"
11,2982,17031040800,"17031040800"
10,2983,17031040900,"17031040900"
11,2984,17031050100,"17031050100"
11,2985,17031050200,"17031050200"
10,2986,17031050300,"17031050300"
10,2987,17031050500,"17031050500"
10,2988,17031050600,"17031050600"
10,2989,17031050700,"17031050700"
10,2990,17031050800,"17031050800"
10,2991,17031050900,"17031050900"
10,2992,17031051000,"17031051000"
10,2993,17031051100,"17031051100"
10,2994,17031051200,"17031051200"
10,2995,17031051300,"17031051300"
11,2996,17031051400,"17031051400"
11,2997,17031060100,"17031060100"
10,2998,17031060200,"17031060200"
10,2999,17031060300,"17031060300"
10,3000,17031060400,"17031060400"
10,3001,17031060500,"17031060500"
11,3002,17031060800,"17031060800"
11,3003,17031060900,"17031060900"
11,3004,17031061000,"17031061000"
11,3005,17031061100,"17031061100"
10,3006,17031061200,"17031061200"
10,3007,17031061500,"17031061500"
10,3008,17031061800,"17031061800"
10,3009,17031061901,"17031061901"
10,3010,17031061902,"17031061902"
10,3011,17031062000,"17031062000"
10,3012,17031062100,"17031062100"
10,3013,17031062200,"17031062200"
10,3014,17031062300,"17031062300"
11,3015,17031062400,"17031062400"
11,3016,17031062500,"17031062500"
11,3017,17031062600,"17031062600"
11,3018,17031062700,"17031062700"
11,3019,17031062800,"17031062800"
11,3020,17031062900,"17031062900"
11,3021,17031063000,"17031063000"
11,3022,17031063100,"17031063100"
11,3023,17031063200,"17031063200"
11,3024,17031063301,"17031063301"
11,3025,17031063302,"17031063302"
11,3026,17031063303,"17031063303"
11,3027,17031063400,"17031063400"
11,3028,17031070101,"17031070101"
10,3029,17031070102,"17031070102"
10,3030,17031070103,"17031070103"
11,3031,17031070200,"17031070200"
11,3032,17031070300,"17031070300"
11,3033,17031070400,"17031070400"
11,3034,17031070500,"17031070500"
11,3035,17031070600,"17031070600"
11,3036,17031070700,"17031070700"
11,3037,17031071000,"17031071000"
11,3038,17031071100,"17031071100"
11,3039,17031071200,"17031071200"
11,3040,17031071300,"17031071300"
11,3041,17031071400,"17031071400"
11,3042,17031071500,"17031071500"
11,3043,17031071600,"17031071600"
1,3044,17031071700,"17031071700"
11,3045,17031071800,"17031071800"
11,3046,17031080100,"17031080100"
11,3047,17031080201,"17031080201"
11,3048,17031080202,"17031080202"
11,3049,17031080300,"17031080300"
9,3050,17031080400,"17031080400"
9,3051,17031081000,"17031081000"
9,3052,17031081100,"17031081100"
11,3053,17031081201,"17031081201"
9,3054,17031081202,"17031081202"
10,3055,17031081300,"17031081300"
6,3056,17031081401,"17031081401"
1,3057,17031081402,"17031081402"
11,3058,17031081403,"17031081403"
11,3059,17031081500,"17031081500"
11,3060,17031081600,"17031081600"
11,3061,17031081700,"17031081700"
11,3062,17031081800,"17031081800"
11,3063,17031081900,"17031081900"
11,3064,17031090100,"17031090100"
11,3065,17031090200,"17031090200"
11,3066,17031090300,"17031090300"
11,3067,17031100100,"17031100100"
11,3068,17031100200,"17031100200"
11,3069,17031100300,"17031100300"
11,3070,17031100400,"17031100400"
11,3071,17031100500,"17031100500"
7,3072,17031100600,"17031100600"
7,3073,17031100700,"17031100700"
11,3074,17031110100,"17031110100"
11,3075,17031110200,"17031110200"
9,3076,17031110300,"17031110300"
7,3077,17031110400,"17031110400"
9,3078,17031110501,"17031110501"
9,3079,17031110502,"17031110502"
9,3080,17031120100,"17031120100"
7,3081,17031120200,"17031120200"
7,3082,17031120300,"17031120300"
7,3083,17031120400,"17031120400"
9,3084,17031130100,"17031130100"
9,3085,17031130200,"17031130200"
7,3086,17031130300,"17031130300"
7,3087,17031140100,"17031140100"
7,3088,17031140200,"17031140200"
7,3089,17031140301,"17031140301"
5,3090,17031140302,"17031140302"
7,3091,17031140400,"17031140400"
7,3092,17031140500,"17031140500"
7,3093,17031140601,"17031140601"
11,3094,17031140602,"17031140602"
7,3095,17031140701,"17031140701"
11,3096,17031140702,"17031140702"
11,3097,17031140800,"17031140800"
7,3098,17031150200,"17031150200"
7,3099,17031150300,"17031150300"
5,3100,17031150401,"17031150401"
5,3101,17031150402,"17031150402"
5,3102,17031150501,"17031150501"
7,3103,17031150502,"17031150502"
7,3104,17031150600,"17031150600"
7,3105,17031150700,"17031150700"
7,3106,17031150800,"17031150800"
7,3107,17031151001,"17031151001"
7,3108,17031151002,"17031151002"
5,3109,17031151100,"17031151100"
5,3110,17031151200,"17031151200"
7,3111,17031160100,"17031160100"
7,3112,17031160200,"17031160200"
7,3113,17031160300,"17031160300"
5,3114,17031160400,"17031160400"
7,3115,17031160501,"17031160501"
7,3116,17031160502,"17031160502"
11,3117,17031160601,"17031160601"
5,3118,17031160602,"17031160602"
5,3119,17031160700,"17031160700"
11,3120,17031160800,"17031160800"
7,3121,17031160900,"17031160900"
11,3122,17031161000,"17031161000"
11,3123,17031161100,"17031161100"
11,3124,17031161200,"17031161200"
11,3125,17031161300,"17031161300"
11,3126,17031170100,"17031170100"
11,3127,17031170200,"17031170200"
7,3128,17031170300,"17031170300"
11,3129,17031170400,"17031170400"
7,3130,17031170500,"17031170500"
7,3131,17031170600,"17031170600"
5,3132,17031170700,"17031170700"
5,3133,17031170800,"17031170800"
5,3134,17031170900,"17031170900"
5,3135,17031171000,"17031171000"
5,3136,17031171100,"17031171100"
5,3137,17031180100,"17031180100"
5,3138,17031190100,"17031190100"
5,3139,17031190200,"17031190200"
5,3140,17031190300,"17031190300"
5,3141,17031190401,"17031190401"
5,3142,17031190402,"17031190402"
5,3143,17031190601,"17031190601"
5,3144,17031190602,"17031190602"
5,3145,17031190701,"17031190701"
5,3146,17031190702,"17031190702"
5,3147,17031190800,"17031190800"
5,3148,17031190900,"17031190900"
5,3149,17031191000,"17031191000"
5,3150,17031191100,"17031191100"
5,3151,17031191200,"17031191200"
5,3152,17031191301,"17031191301"
5,3153,17031191302,"17031191302"
5,3154,17031200100,"17031200100"
5,3155,17031200200,"17031200200"
5,3156,17031200300,"17031200300"
5,3157,17031200401,"17031200401"
5,3158,17031200402,"17031200402"
4,3159,17031210100,"17031210100"
4,3160,17031210400,"17031210400"
4,3161,17031210501,"17031210501"
4,3162,17031210502,"17031210502"
10,3163,17031210601,"17031210601"
10,3164,17031210602,"17031210602"
4,3165,17031210700,"17031210700"
4,3166,17031210800,"17031210800"
5,3167,17031210900,"17031210900"
5,3168,17031220300,"17031220300"
4,3169,17031220400,"17031220400"
4,3170,17031220500,"17031220500"
4,3171,17031220601,"17031220601"
4,3172,17031220602,"17031220602"
10,3173,17031220701,"17031220701"
10,3174,17031220702,"17031220702"
4,3175,17031220901,"17031220901"
10,3176,17031220902,"17031220902"
10,3177,17031221000,"17031221000"
10,3178,17031221100,"17031221100"
4,3179,17031221200,"17031221200"
4,3180,17031221300,"17031221300"
4,3181,17031221400,"17031221400"
4,3182,17031221500,"17031221500"
4,3183,17031221600,"17031221600"
4,3184,17031222200,"17031222200"
4,3185,17031222500,"17031222500"
4,3186,17031222600,"17031222600"
4,3187,17031222700,"17031222700"
4,3188,17031222800,"17031222800"
2,3189,17031222900,"17031222900"
4,3190,17031230100,"17031230100"
4,3191,17031230200,"17031230200"
4,3192,17031230300,"17031230300"
2,3193,17031230400,"17031230400"
2,3194,17031230500,"17031230500"
1,3195,17031230600,"17031230600"
10,3196,17031230700,"17031230700"
10,3197,17031230800,"17031230800"
10,3198,17031230900,"17031230900"
4,3199,17031231100,"17031231100"
4,3200,17031231200,"17031231200"
4,3201,17031231500,"17031231500"
4,3202,17031240200,"17031240200"
10,3203,17031240300,"17031240300"
10,3204,17031240500,"17031240500"
10,3205,17031240600,"17031240600"
10,3206,17031240700,"17031240700"
10,3207,17031240800,"17031240800"
10,3208,17031240900,"17031240900"
10,3209,17031241000,"17031241000"
10,3210,17031241100,"17031241100"
10,3211,17031241200,"17031241200"
10,3212,17031241300,"17031241300"
10,3213,17031241400,"17031241400"
10,3214,17031241500,"17031241500"
10,3215,17031241600,"17031241600"
10,3216,17031242000,"17031242000"
10,3217,17031242100,"17031242100"
11,3218,17031242200,"17031242200"
10,3219,17031242300,"17031242300"
10,3220,17031242400,"17031242400"
4,3221,17031242500,"17031242500"
10,3222,17031242600,"17031242600"
10,3223,17031242700,"17031242700"
10,3224,17031242800,"17031242800"
10,3225,17031242900,"17031242900"
2,3226,17031243000,"17031243000"
2,3227,17031243100,"17031243100"
3,3228,17031243200,"17031243200"
3,3229,17031243300,"17031243300"
2,3230,17031243400,"17031243400"
2,3231,17031243500,"17031243500"
2,3232,17031250200,"17031250200"
2,3233,17031250300,"17031250300"
2,3234,17031250400,"17031250400"
2,3235,17031250500,"17031250500"
2,3236,17031250600,"17031250600"
2,3237,17031250700,"17031250700"
2,3238,17031250800,"17031250800"
2,3239,17031251000,"17031251000"
2,3240,17031251100,"17031251100"
1,3241,17031251200,"17031251200"
1,3242,17031251300,"17031251300"
2,3243,17031251400,"17031251400"
1,3244,17031251500,"17031251500"
1,3245,17031251600,"17031251600"
1,3246,17031251700,"17031251700"
1,3247,17031251800,"17031251800"
1,3248,17031251900,"17031251900"
1,3249,17031252000,"17031252000"
1,3250,17031252101,"17031252101"
1,3251,17031252102,"17031252102"
1,3252,17031252201,"17031252201"
1,3253,17031252202,"17031252202"
1,3254,17031260100,"17031260100"
1,3255,17031260200,"17031260200"
1,3256,17031260300,"17031260300"
1,3257,17031260400,"17031260400"
1,3258,17031260500,"17031260500"
1,3259,17031260600,"17031260600"
1,3260,17031260700,"17031260700"
1,3261,17031260800,"17031260800"
1,3262,17031260900,"17031260900"
1,3263,17031261000,"17031261000"
9,3264,17031270500,"17031270500"
1,3265,17031271200,"17031271200"
