c,idnew,trtid4,geoid10
11,9131,36103124200,"36103124200"
11,9132,36103124300,"36103124300"
11,9133,36103124401,"36103124401"
11,9134,36103124402,"36103124402"
11,9135,36103124500,"36103124500"
7,9136,36103124601,"36103124601"
4,9137,36103124602,"36103124602"
7,9138,36103134702,"36103134702"
7,9139,36103134703,"36103134703"
11,9140,36103134704,"36103134704"
7,9141,36103134902,"36103134902"
7,9142,36103134903,"36103134903"
7,9143,36103134904,"36103134904"
11,9144,36103134906,"36103134906"
7,9145,36103134907,"36103134907"
11,9146,36103135002,"36103135002"
11,9147,36103135003,"36103135003"
11,9148,36103135004,"36103135004"
7,9149,36103135005,"36103135005"
7,9150,36103135101,"36103135101"
11,9151,36103135102,"36103135102"
4,9152,36103135103,"36103135103"
4,9153,36103135104,"36103135104"
7,9154,36103135201,"36103135201"
7,9155,36103135204,"36103135204"
11,9156,36103135205,"36103135205"
7,9157,36103135208,"36103135208"
5,9158,36103135209,"36103135209"
5,9159,36103135301,"36103135301"
1,9160,36103135303,"36103135303"
4,9161,36103135304,"36103135304"
7,9162,36103135401,"36103135401"
11,9163,36103135402,"36103135402"
11,9164,36103135403,"36103135403"
10,9165,36103145602,"36103145602"
11,9166,36103145603,"36103145603"
7,9167,36103145604,"36103145604"
7,9168,36103145605,"36103145605"
11,9169,36103145701,"36103145701"
11,9170,36103145702,"36103145702"
11,9171,36103145703,"36103145703"
11,9172,36103145704,"36103145704"
11,9173,36103145803,"36103145803"
11,9174,36103145804,"36103145804"
11,9175,36103145805,"36103145805"
11,9176,36103145807,"36103145807"
11,9177,36103145808,"36103145808"
11,9178,36103145901,"36103145901"
11,9179,36103145902,"36103145902"
7,9180,36103145903,"36103145903"
11,9181,36103146001,"36103146001"
11,9182,36103146002,"36103146002"
11,9183,36103146003,"36103146003"
11,9184,36103146102,"36103146102"
11,9185,36103146103,"36103146103"
11,9186,36103146105,"36103146105"
11,9187,36103146106,"36103146106"
11,9188,36103146201,"36103146201"
11,9189,36103146202,"36103146202"
11,9190,36103146203,"36103146203"
7,9191,36103146204,"36103146204"
7,9192,36103146205,"36103146205"
11,9193,36103146206,"36103146206"
11,9194,36103146300,"36103146300"
11,9195,36103146402,"36103146402"
11,9196,36103146403,"36103146403"
11,9197,36103146404,"36103146404"
11,9198,36103146500,"36103146500"
11,9199,36103146604,"36103146604"
11,9200,36103146605,"36103146605"
11,9201,36103146606,"36103146606"
11,9202,36103146607,"36103146607"
11,9203,36103146608,"36103146608"
11,9204,36103146611,"36103146611"
11,9205,36103146612,"36103146612"
11,9206,36103146613,"36103146613"
11,9207,36103146614,"36103146614"
11,9208,36103146615,"36103146615"
11,9209,36103146703,"36103146703"
9,9210,36103146704,"36103146704"
11,9211,36103146705,"36103146705"
11,9212,36103146706,"36103146706"
11,9213,36103146800,"36103146800"
11,9214,36103146901,"36103146901"
11,9215,36103146902,"36103146902"
11,9216,36103147001,"36103147001"
11,9217,36103147003,"36103147003"
9,9218,36103147004,"36103147004"
11,9219,36103147100,"36103147100"
11,9220,36103147200,"36103147200"
11,9221,36103147300,"36103147300"
11,9222,36103147401,"36103147401"
11,9223,36103147402,"36103147402"
11,9224,36103147501,"36103147501"
11,9225,36103147502,"36103147502"
11,9226,36103147503,"36103147503"
11,9227,36103147601,"36103147601"
11,9228,36103147602,"36103147602"
11,9229,36103147701,"36103147701"
11,9230,36103147702,"36103147702"
11,9231,36103147802,"36103147802"
11,9232,36103147803,"36103147803"
11,9233,36103147804,"36103147804"
11,9234,36103147901,"36103147901"
11,9235,36103147902,"36103147902"
11,9236,36103158001,"36103158001"
11,9237,36103158002,"36103158002"
11,9238,36103158006,"36103158006"
11,9239,36103158007,"36103158007"
11,9240,36103158009,"36103158009"
11,9241,36103158010,"36103158010"
11,9242,36103158011,"36103158011"
11,9243,36103158102,"36103158102"
11,9244,36103158103,"36103158103"
11,9245,36103158104,"36103158104"
11,9246,36103158107,"36103158107"
11,9247,36103158108,"36103158108"
11,9248,36103158110,"36103158110"
11,9249,36103158111,"36103158111"
11,9250,36103158112,"36103158112"
11,9251,36103158114,"36103158114"
11,9252,36103158115,"36103158115"
11,9253,36103158116,"36103158116"
11,9254,36103158202,"36103158202"
11,9255,36103158203,"36103158203"
11,9256,36103158205,"36103158205"
11,9257,36103158206,"36103158206"
11,9258,36103158207,"36103158207"
11,9259,36103158304,"36103158304"
11,9260,36103158306,"36103158306"
11,9261,36103158308,"36103158308"
11,9262,36103158309,"36103158309"
11,9263,36103158310,"36103158310"
11,9264,36103158315,"36103158315"
11,9265,36103158317,"36103158317"
11,9266,36103158318,"36103158318"
1,9267,36103158319,"36103158319"
11,9268,36103158320,"36103158320"
11,9269,36103158321,"36103158321"
11,9270,36103158322,"36103158322"
11,9271,36103158323,"36103158323"
11,9272,36103158401,"36103158401"
11,9273,36103158402,"36103158402"
11,9274,36103158403,"36103158403"
11,9275,36103158405,"36103158405"
11,9276,36103158407,"36103158407"
11,9277,36103158408,"36103158408"
11,9278,36103158409,"36103158409"
11,9279,36103158410,"36103158410"
1,9280,36103158502,"36103158502"
11,9281,36103158505,"36103158505"
11,9282,36103158506,"36103158506"
11,9283,36103158507,"36103158507"
11,9284,36103158508,"36103158508"
11,9285,36103158509,"36103158509"
11,9286,36103158510,"36103158510"
11,9287,36103158511,"36103158511"
11,9288,36103158512,"36103158512"
11,9289,36103158604,"36103158604"
11,9290,36103158605,"36103158605"
11,9291,36103158606,"36103158606"
11,9292,36103158607,"36103158607"
11,9293,36103158608,"36103158608"
11,9294,36103158609,"36103158609"
11,9295,36103158704,"36103158704"
11,9296,36103158705,"36103158705"
11,9297,36103158707,"36103158707"
11,9298,36103158708,"36103158708"
11,9299,36103158709,"36103158709"
11,9300,36103158710,"36103158710"
11,9301,36103158711,"36103158711"
11,9302,36103158712,"36103158712"
11,9303,36103158802,"36103158802"
11,9304,36103158803,"36103158803"
11,9305,36103158804,"36103158804"
11,9306,36103158900,"36103158900"
11,9307,36103159000,"36103159000"
7,9308,36103159102,"36103159102"
11,9309,36103159103,"36103159103"
11,9310,36103159105,"36103159105"
11,9311,36103159106,"36103159106"
11,9312,36103159107,"36103159107"
5,9313,36103159108,"36103159108"
11,9314,36103159201,"36103159201"
11,9315,36103159203,"36103159203"
11,9316,36103159204,"36103159204"
11,9317,36103159300,"36103159300"
11,9318,36103159404,"36103159404"
11,9319,36103159406,"36103159406"
11,9320,36103159407,"36103159407"
11,9321,36103159408,"36103159408"
11,9322,36103159410,"36103159410"
11,9323,36103159411,"36103159411"
11,9324,36103159412,"36103159412"
11,9325,36103159505,"36103159505"
11,9326,36103159506,"36103159506"
11,9327,36103159508,"36103159508"
11,9328,36103159509,"36103159509"
11,9329,36103159510,"36103159510"
11,9330,36103159511,"36103159511"
11,9331,36103159512,"36103159512"
11,9332,36103159601,"36103159601"
11,9333,36103159602,"36103159602"
7,9334,36103169701,"36103169701"
7,9335,36103169703,"36103169703"
11,9336,36103169704,"36103169704"
5,9337,36103169800,"36103169800"
4,9338,36103169901,"36103169901"
4,9339,36103169902,"36103169902"
5,9340,36103170001,"36103170001"
7,9341,36103170002,"36103170002"
7,9342,36103170101,"36103170101"
7,9343,36103170201,"36103170201"
4,9344,36103170202,"36103170202"
1,9345,36103180300,"36103180300"
4,9346,36103190401,"36103190401"
7,9347,36103190402,"36103190402"
7,9348,36103190403,"36103190403"
2,9349,36103190502,"36103190502"
11,9350,36103190503,"36103190503"
7,9351,36103190504,"36103190504"
7,9352,36103190601,"36103190601"
7,9353,36103190603,"36103190603"
7,9354,36103190604,"36103190604"
7,9355,36103190704,"36103190704"
7,9356,36103190705,"36103190705"
5,9357,36103190706,"36103190706"
7,9358,36103190707,"36103190707"
7,9359,36103190708,"36103190708"
7,9360,36103190800,"36103190800"
7,9361,36103200901,"36103200901"
7,9362,36103200902,"36103200902"
11,9363,36103201001,"36103201001"
11,9364,36103201003,"36103201003"
11,9365,36103201004,"36103201004"
11,9366,36103201100,"36103201100"
7,9367,36119000101,"36119000101"
7,9368,36119000103,"36119000103"
7,9369,36119000201,"36119000201"
1,9370,36119000202,"36119000202"
9,9371,36119000203,"36119000203"
11,9372,36119000300,"36119000300"
11,9373,36119000401,"36119000401"
11,9374,36119000402,"36119000402"
11,9375,36119000500,"36119000500"
9,9376,36119000600,"36119000600"
9,9377,36119000701,"36119000701"
9,9378,36119000702,"36119000702"
11,9379,36119000801,"36119000801"
11,9380,36119000802,"36119000802"
11,9381,36119000803,"36119000803"
11,9382,36119000900,"36119000900"
11,9383,36119001000,"36119001000"
7,9384,36119001101,"36119001101"
7,9385,36119001102,"36119001102"
7,9386,36119001200,"36119001200"
7,9387,36119001301,"36119001301"
11,9388,36119001302,"36119001302"
1,9389,36119001303,"36119001303"
1,9390,36119001401,"36119001401"
1,9391,36119001402,"36119001402"
1,9392,36119001403,"36119001403"
2,9393,36119001502,"36119001502"
1,9394,36119001503,"36119001503"
1,9395,36119001504,"36119001504"
1,9396,36119001505,"36119001505"
1,9397,36119001600,"36119001600"
7,9398,36119001700,"36119001700"
7,9399,36119001800,"36119001800"
7,9400,36119001900,"36119001900"
7,9401,36119002000,"36119002000"
7,9402,36119002101,"36119002101"
2,9403,36119002103,"36119002103"
2,9404,36119002104,"36119002104"
3,9405,36119002105,"36119002105"
2,9406,36119002106,"36119002106"
11,9407,36119002107,"36119002107"
7,9408,36119002201,"36119002201"
11,9409,36119002202,"36119002202"
11,9410,36119002203,"36119002203"
11,9411,36119002204,"36119002204"
11,9412,36119002300,"36119002300"
11,9413,36119002401,"36119002401"
11,9414,36119002402,"36119002402"
11,9415,36119002403,"36119002403"
11,9416,36119002404,"36119002404"
11,9417,36119002405,"36119002405"
11,9418,36119002600,"36119002600"
11,9419,36119002700,"36119002700"
11,9420,36119002800,"36119002800"
7,9421,36119002900,"36119002900"
7,9422,36119003000,"36119003000"
7,9423,36119003100,"36119003100"
11,9424,36119003200,"36119003200"
11,9425,36119003300,"36119003300"
4,9426,36119003400,"36119003400"
5,9427,36119003500,"36119003500"
7,9428,36119003600,"36119003600"
1,9429,36119003700,"36119003700"
7,9430,36119003800,"36119003800"
11,9431,36119003900,"36119003900"
11,9432,36119004000,"36119004000"
11,9433,36119004100,"36119004100"
11,9434,36119004200,"36119004200"
11,9435,36119004300,"36119004300"
11,9436,36119004400,"36119004400"
11,9437,36119004500,"36119004500"
11,9438,36119004600,"36119004600"
7,9439,36119004700,"36119004700"
11,9440,36119004800,"36119004800"
11,9441,36119004900,"36119004900"
11,9442,36119005001,"36119005001"
11,9443,36119005002,"36119005002"
11,9444,36119005100,"36119005100"
5,9445,36119005200,"36119005200"
5,9446,36119005300,"36119005300"
6,9447,36119005400,"36119005400"
5,9448,36119005500,"36119005500"
7,9449,36119005701,"36119005701"
11,9450,36119005702,"36119005702"
11,9451,36119005800,"36119005800"
11,9452,36119005901,"36119005901"
11,9453,36119005902,"36119005902"
11,9454,36119006000,"36119006000"
11,9455,36119006100,"36119006100"
11,9456,36119006200,"36119006200"
11,9457,36119006300,"36119006300"
7,9458,36119006400,"36119006400"
11,9459,36119006500,"36119006500"
7,9460,36119006600,"36119006600"
7,9461,36119006700,"36119006700"
5,9462,36119006801,"36119006801"
5,9463,36119006802,"36119006802"
1,9464,36119006900,"36119006900"
7,9465,36119007000,"36119007000"
7,9466,36119007100,"36119007100"
11,9467,36119007200,"36119007200"
11,9468,36119007300,"36119007300"
11,9469,36119007401,"36119007401"
11,9470,36119007402,"36119007402"
11,9471,36119007500,"36119007500"
11,9472,36119007600,"36119007600"
11,9473,36119007700,"36119007700"
9,9474,36119007800,"36119007800"
11,9475,36119007900,"36119007900"
11,9476,36119008000,"36119008000"
11,9477,36119008100,"36119008100"
11,9478,36119008200,"36119008200"
9,9479,36119008301,"36119008301"
9,9480,36119008302,"36119008302"
9,9481,36119008401,"36119008401"
9,9482,36119008403,"36119008403"
11,9483,36119008404,"36119008404"
11,9484,36119008500,"36119008500"
11,9485,36119008602,"36119008602"
1,9486,36119008700,"36119008700"
1,9487,36119008800,"36119008800"
7,9488,36119008901,"36119008901"
9,9489,36119008902,"36119008902"
11,9490,36119009000,"36119009000"
7,9491,36119009100,"36119009100"
11,9492,36119009200,"36119009200"
11,9493,36119009300,"36119009300"
11,9494,36119009400,"36119009400"
4,9495,36119009500,"36119009500"
11,9496,36119009600,"36119009600"
11,9497,36119009701,"36119009701"
11,9498,36119009702,"36119009702"
11,9499,36119009703,"36119009703"
11,9500,36119009800,"36119009800"
11,9501,36119009900,"36119009900"
11,9502,36119010000,"36119010000"
11,9503,36119010100,"36119010100"
11,9504,36119010200,"36119010200"
11,9505,36119010300,"36119010300"
11,9506,36119010400,"36119010400"
11,9507,36119010500,"36119010500"
11,9508,36119010600,"36119010600"
11,9509,36119010701,"36119010701"
11,9510,36119010702,"36119010702"
11,9511,36119010801,"36119010801"
11,9512,36119010803,"36119010803"
7,9513,36119010804,"36119010804"
7,9514,36119010901,"36119010901"
11,9515,36119010902,"36119010902"
11,9516,36119010903,"36119010903"
11,9517,36119011000,"36119011000"
11,9518,36119011101,"36119011101"
11,9519,36119011102,"36119011102"
6,9520,36119011200,"36119011200"
5,9521,36119011300,"36119011300"
7,9522,36119011400,"36119011400"
11,9523,36119011500,"36119011500"
7,9524,36119011600,"36119011600"
11,9525,36119011700,"36119011700"
11,9526,36119011800,"36119011800"
11,9527,36119011902,"36119011902"
11,9528,36119012000,"36119012000"
7,9529,36119012101,"36119012101"
7,9530,36119012102,"36119012102"
7,9531,36119012200,"36119012200"
7,9532,36119012301,"36119012301"
11,9533,36119012303,"36119012303"
11,9534,36119012304,"36119012304"
11,9535,36119012400,"36119012400"
11,9536,36119012501,"36119012501"
11,9537,36119012502,"36119012502"
11,9538,36119012503,"36119012503"
11,9539,36119012600,"36119012600"
7,9540,36119012700,"36119012700"
11,9541,36119012802,"36119012802"
11,9542,36119012900,"36119012900"
11,9543,36119013000,"36119013000"
11,9544,36119013102,"36119013102"
11,9545,36119013103,"36119013103"
11,9546,36119013104,"36119013104"
11,9547,36119013201,"36119013201"
11,9548,36119013202,"36119013202"
11,9549,36119013301,"36119013301"
11,9550,36119013304,"36119013304"
11,9551,36119013400,"36119013400"
11,9552,36119013500,"36119013500"
11,9553,36119013600,"36119013600"
11,9554,36119013700,"36119013700"
11,9555,36119013800,"36119013800"
10,9556,36119013900,"36119013900"
11,9557,36119014000,"36119014000"
11,9558,36119014100,"36119014100"
11,9559,36119014200,"36119014200"
11,9560,36119014300,"36119014300"
11,9561,36119014400,"36119014400"
11,9562,36119014500,"36119014500"
11,9563,36119014604,"36119014604"
11,9564,36119014605,"36119014605"
11,9565,36119014606,"36119014606"
11,9566,36119014607,"36119014607"
11,9567,36119014701,"36119014701"
11,9568,36119014703,"36119014703"
11,9569,36119014704,"36119014704"
11,9570,36119014804,"36119014804"
11,9571,36119014805,"36119014805"
7,9572,36119014806,"36119014806"
7,9573,36119014808,"36119014808"
11,9574,36119014809,"36119014809"
11,9575,36119014810,"36119014810"
11,9576,36119014811,"36119014811"
11,9577,36119014901,"36119014901"
11,9578,36119014903,"36119014903"
11,9579,36119014907,"36119014907"
11,9580,36119014908,"36119014908"
11,9581,36119014909,"36119014909"
11,9582,36119015000,"36119015000"
11,9583,36119981000,"36119981000"
11,9584,36119983000,"36119983000"
7,9585,36119984000,"36119984000"
9,9586,42103950102,"42103950102"
9,9587,42103950103,"42103950103"
9,9588,42103950104,"42103950104"
9,9589,42103950201,"42103950201"
11,9590,42103950202,"42103950202"
11,9591,42103950301,"42103950301"
7,9592,42103950302,"42103950302"
11,9593,42103950501,"42103950501"
11,9594,42103950502,"42103950502"
11,9595,42103950601,"42103950601"
4,9596,42103950603,"42103950603"
11,9597,42103950605,"42103950605"
11,9598,42103950606,"42103950606"
11,9599,42103950701,"42103950701"
11,9600,42103950702,"42103950702"
11,9601,42103950801,"42103950801"
11,9602,42103950802,"42103950802"
9,9603,42103950900,"42103950900"
1,9604,48015760100,"48015760100"
11,9605,48015760200,"48015760200"
4,9606,48015760300,"48015760300"
11,9607,48015760400,"48015760400"
11,9608,48015760501,"48015760501"
11,9609,48015760502,"48015760502"
10,9610,48039660100,"48039660100"
11,9611,48039660200,"48039660200"
11,9612,48039660300,"48039660300"
11,9613,48039660400,"48039660400"
11,9614,48039660500,"48039660500"
11,9615,48039660601,"48039660601"
11,9616,48039660602,"48039660602"
11,9617,48039660701,"48039660701"
7,9618,48039660702,"48039660702"
11,9619,48039660801,"48039660801"
11,9620,48039660802,"48039660802"
11,9621,48039660900,"48039660900"
11,9622,48039661000,"48039661000"
4,9623,48039661100,"48039661100"
4,9624,48039661200,"48039661200"
5,9625,48039661300,"48039661300"
7,9626,48039661400,"48039661400"
11,9627,48039661501,"48039661501"
4,9628,48039661502,"48039661502"
4,9629,48039661601,"48039661601"
11,9630,48039661602,"48039661602"
11,9631,48039661700,"48039661700"
11,9632,48039661800,"48039661800"
1,9633,48039661900,"48039661900"
11,9634,48039662000,"48039662000"
7,9635,48039662100,"48039662100"
2,9636,48039662200,"48039662200"
2,9637,48039662300,"48039662300"
2,9638,48039662400,"48039662400"
2,9639,48039662500,"48039662500"
2,9640,48039662600,"48039662600"
2,9641,48039662700,"48039662700"
2,9642,48039662800,"48039662800"
2,9643,48039662900,"48039662900"
2,9644,48039663000,"48039663000"
7,9645,48039663100,"48039663100"
9,9646,48039663200,"48039663200"
7,9647,48039663300,"48039663300"
11,9648,48039663400,"48039663400"
11,9649,48039663500,"48039663500"
7,9650,48039663600,"48039663600"
3,9651,48039663700,"48039663700"
9,9652,48039663800,"48039663800"
9,9653,48039663900,"48039663900"
8,9654,48039664000,"48039664000"
8,9655,48039664100,"48039664100"
8,9656,48039664200,"48039664200"
8,9657,48039664300,"48039664300"
9,9658,48039664400,"48039664400"
7,9659,48039664501,"48039664501"
9,9660,48071710100,"48071710100"
8,9661,48071710200,"48071710200"
9,9662,48071710300,"48071710300"
8,9663,48071710401,"48071710401"
11,9664,48071710500,"48071710500"
9,9665,48157670101,"48157670101"
9,9666,48157670102,"48157670102"
9,9667,48157670200,"48157670200"
9,9668,48157670300,"48157670300"
9,9669,48157670400,"48157670400"
9,9670,48157670500,"48157670500"
9,9671,48157670601,"48157670601"
9,9672,48157670602,"48157670602"
8,9673,48157670700,"48157670700"
9,9674,48157670800,"48157670800"
9,9675,48157670901,"48157670901"
9,9676,48157670902,"48157670902"
9,9677,48157671001,"48157671001"
11,9678,48157671002,"48157671002"
11,9679,48157671100,"48157671100"
11,9680,48157671200,"48157671200"
11,9681,48157671300,"48157671300"
11,9682,48157671400,"48157671400"
11,9683,48157671501,"48157671501"
11,9684,48157671502,"48157671502"
4,9685,48157671601,"48157671601"
8,9686,48157671602,"48157671602"
8,9687,48157671700,"48157671700"
8,9688,48157671800,"48157671800"
9,9689,48157671900,"48157671900"
9,9690,48157672001,"48157672001"
9,9691,48157672002,"48157672002"
9,9692,48157672100,"48157672100"
9,9693,48157672200,"48157672200"
9,9694,48157672301,"48157672301"
9,9695,48157672302,"48157672302"
10,9696,48157672400,"48157672400"
11,9697,48157672500,"48157672500"
11,9698,48157672601,"48157672601"
11,9699,48157672602,"48157672602"
9,9700,48157672701,"48157672701"
11,9701,48157672702,"48157672702"
4,9702,48157672800,"48157672800"
4,9703,48157672900,"48157672900"
11,9704,48157673001,"48157673001"
11,9705,48157673002,"48157673002"
4,9706,48157673003,"48157673003"
4,9707,48157673101,"48157673101"
11,9708,48157673102,"48157673102"
11,9709,48157673200,"48157673200"
11,9710,48157673300,"48157673300"
1,9711,48157673400,"48157673400"
11,9712,48157673500,"48157673500"
11,9713,48157673600,"48157673600"
11,9714,48157673700,"48157673700"
11,9715,48157673800,"48157673800"
11,9716,48157673901,"48157673901"
11,9717,48157673902,"48157673902"
11,9718,48157674000,"48157674000"
11,9719,48157674100,"48157674100"
7,9720,48157674200,"48157674200"
11,9721,48157674300,"48157674300"
1,9722,48157674400,"48157674400"
11,9723,48157674501,"48157674501"
11,9724,48157674502,"48157674502"
7,9725,48157674601,"48157674601"
11,9726,48157674602,"48157674602"
11,9727,48157674603,"48157674603"
11,9728,48157674604,"48157674604"
11,9729,48157674700,"48157674700"
11,9730,48157674800,"48157674800"
11,9731,48157674900,"48157674900"
7,9732,48157675000,"48157675000"
7,9733,48157675100,"48157675100"
11,9734,48157675200,"48157675200"
11,9735,48157675300,"48157675300"
11,9736,48157675400,"48157675400"
11,9737,48157675500,"48157675500"
1,9738,48157675600,"48157675600"
7,9739,48157675700,"48157675700"
1,9740,48157675800,"48157675800"
2,9741,48167720100,"48167720100"
7,9742,48167720200,"48167720200"
11,9743,48167720301,"48167720301"
1,9744,48167720302,"48167720302"
11,9745,48167720400,"48167720400"
11,9746,48167720501,"48167720501"
11,9747,48167720502,"48167720502"
11,9748,48167720503,"48167720503"
11,9749,48167720600,"48167720600"
11,9750,48167720700,"48167720700"
11,9751,48167720800,"48167720800"
1,9752,48167720900,"48167720900"
11,9753,48167721000,"48167721000"
11,9754,48167721100,"48167721100"
10,9755,48167721201,"48167721201"
11,9756,48167721202,"48167721202"
9,9757,48167721300,"48167721300"
10,9758,48167721400,"48167721400"
1,9759,48167721500,"48167721500"
1,9760,48167721600,"48167721600"
1,9761,48167721700,"48167721700"
1,9762,48167721800,"48167721800"
1,9763,48167721900,"48167721900"
4,9764,48167722001,"48167722001"
4,9765,48167722002,"48167722002"
1,9766,48167722100,"48167722100"
6,9767,48167722200,"48167722200"
7,9768,48167722300,"48167722300"
4,9769,48167722600,"48167722600"
11,9770,48167722700,"48167722700"
11,9771,48167722800,"48167722800"
11,9772,48167722900,"48167722900"
11,9773,48167723000,"48167723000"
7,9774,48167723100,"48167723100"
11,9775,48167723200,"48167723200"
11,9776,48167723300,"48167723300"
1,9777,48167723400,"48167723400"
1,9778,48167723501,"48167723501"
10,9779,48167723502,"48167723502"
4,9780,48167723600,"48167723600"
4,9781,48167723700,"48167723700"
4,9782,48167723800,"48167723800"
4,9783,48167723900,"48167723900"
6,9784,48167724000,"48167724000"
1,9785,48167724101,"48167724101"
1,9786,48167724200,"48167724200"
6,9787,48167724300,"48167724300"
1,9788,48167724400,"48167724400"
6,9789,48167724500,"48167724500"
6,9790,48167724600,"48167724600"
4,9791,48167724700,"48167724700"
4,9792,48167724800,"48167724800"
1,9793,48167724900,"48167724900"
4,9794,48167725000,"48167725000"
4,9795,48167725100,"48167725100"
4,9796,48167725200,"48167725200"
1,9797,48167725300,"48167725300"
6,9798,48167725400,"48167725400"
4,9799,48167725500,"48167725500"
4,9800,48167725600,"48167725600"
4,9801,48167725700,"48167725700"
4,9802,48167725800,"48167725800"
4,9803,48167725900,"48167725900"
4,9804,48167726000,"48167726000"
6,9805,48167726100,"48167726100"
4,9806,48167726200,"48167726200"
5,9807,48201100000,"48201100000"
5,9808,48201210100,"48201210100"
5,9809,48201210400,"48201210400"
5,9810,48201210500,"48201210500"
5,9811,48201210600,"48201210600"
5,9812,48201210700,"48201210700"
5,9813,48201210800,"48201210800"
5,9814,48201210900,"48201210900"
5,9815,48201211000,"48201211000"
5,9816,48201211100,"48201211100"
5,9817,48201211200,"48201211200"
5,9818,48201211300,"48201211300"
5,9819,48201211400,"48201211400"
5,9820,48201211500,"48201211500"
5,9821,48201211600,"48201211600"
5,9822,48201211700,"48201211700"
5,9823,48201211900,"48201211900"
5,9824,48201212300,"48201212300"
5,9825,48201212400,"48201212400"
5,9826,48201212500,"48201212500"
3,9827,48201220100,"48201220100"
5,9828,48201220200,"48201220200"
5,9829,48201220300,"48201220300"
5,9830,48201220400,"48201220400"
5,9831,48201220500,"48201220500"
5,9832,48201220600,"48201220600"
1,9833,48201220700,"48201220700"
1,9834,48201220800,"48201220800"
1,9835,48201220900,"48201220900"
6,9836,48201221000,"48201221000"
6,9837,48201221100,"48201221100"
1,9838,48201221200,"48201221200"
1,9839,48201221300,"48201221300"
1,9840,48201221400,"48201221400"
1,9841,48201221500,"48201221500"
1,9842,48201221600,"48201221600"
5,9843,48201221700,"48201221700"
2,9844,48201221800,"48201221800"
2,9845,48201221900,"48201221900"
2,9846,48201222000,"48201222000"
1,9847,48201222100,"48201222100"
1,9848,48201222200,"48201222200"
5,9849,48201222300,"48201222300"
4,9850,48201222401,"48201222401"
1,9851,48201222402,"48201222402"
2,9852,48201222501,"48201222501"
7,9853,48201222502,"48201222502"
7,9854,48201222503,"48201222503"
7,9855,48201222600,"48201222600"
7,9856,48201222700,"48201222700"
7,9857,48201222800,"48201222800"
7,9858,48201222900,"48201222900"
7,9859,48201223001,"48201223001"
4,9860,48201223002,"48201223002"
5,9861,48201223100,"48201223100"
5,9862,48201230100,"48201230100"
5,9863,48201230200,"48201230200"
7,9864,48201230300,"48201230300"
7,9865,48201230400,"48201230400"
7,9866,48201230500,"48201230500"
7,9867,48201230600,"48201230600"
7,9868,48201230700,"48201230700"
5,9869,48201230800,"48201230800"
5,9870,48201230900,"48201230900"
5,9871,48201231000,"48201231000"
5,9872,48201231100,"48201231100"
5,9873,48201231200,"48201231200"
5,9874,48201231300,"48201231300"
5,9875,48201231400,"48201231400"
1,9876,48201231500,"48201231500"
5,9877,48201231600,"48201231600"
5,9878,48201231700,"48201231700"
5,9879,48201231800,"48201231800"
7,9880,48201231900,"48201231900"
7,9881,48201232000,"48201232000"
7,9882,48201232100,"48201232100"
7,9883,48201232200,"48201232200"
5,9884,48201232301,"48201232301"
7,9885,48201232302,"48201232302"
7,9886,48201232401,"48201232401"
7,9887,48201232402,"48201232402"
7,9888,48201232403,"48201232403"
7,9889,48201232500,"48201232500"
7,9890,48201232600,"48201232600"
11,9891,48201232701,"48201232701"
11,9892,48201232702,"48201232702"
11,9893,48201232800,"48201232800"
11,9894,48201232900,"48201232900"
11,9895,48201233001,"48201233001"
11,9896,48201233002,"48201233002"
11,9897,48201233003,"48201233003"
7,9898,48201233101,"48201233101"
7,9899,48201233102,"48201233102"
7,9900,48201233103,"48201233103"
7,9901,48201233200,"48201233200"
7,9902,48201233300,"48201233300"
11,9903,48201233400,"48201233400"
11,9904,48201233500,"48201233500"
11,9905,48201233600,"48201233600"
7,9906,48201233701,"48201233701"
7,9907,48201233702,"48201233702"
11,9908,48201233703,"48201233703"
11,9909,48201240100,"48201240100"
11,9910,48201240400,"48201240400"
11,9911,48201240501,"48201240501"
11,9912,48201240502,"48201240502"
11,9913,48201240600,"48201240600"
11,9914,48201240701,"48201240701"
11,9915,48201240702,"48201240702"
11,9916,48201240801,"48201240801"
11,9917,48201240802,"48201240802"
11,9918,48201240901,"48201240901"
11,9919,48201240902,"48201240902"
11,9920,48201241000,"48201241000"
11,9921,48201241101,"48201241101"
11,9922,48201241102,"48201241102"
11,9923,48201241103,"48201241103"
11,9924,48201241200,"48201241200"
7,9925,48201241300,"48201241300"
11,9926,48201241400,"48201241400"
7,9927,48201241500,"48201241500"
7,9928,48201250100,"48201250100"
7,9929,48201250200,"48201250200"
5,9930,48201250301,"48201250301"
5,9931,48201250302,"48201250302"
5,9932,48201250401,"48201250401"
11,9933,48201250402,"48201250402"
1,9934,48201250500,"48201250500"
11,9935,48201250600,"48201250600"
1,9936,48201250701,"48201250701"
7,9937,48201250702,"48201250702"
11,9938,48201250800,"48201250800"
11,9939,48201250900,"48201250900"
4,9940,48201251000,"48201251000"
7,9941,48201251100,"48201251100"
7,9942,48201251200,"48201251200"
7,9943,48201251300,"48201251300"
7,9944,48201251401,"48201251401"
7,9945,48201251402,"48201251402"
7,9946,48201251501,"48201251501"
5,9947,48201251502,"48201251502"
5,9948,48201251503,"48201251503"
5,9949,48201251600,"48201251600"
4,9950,48201251700,"48201251700"
4,9951,48201251800,"48201251800"
4,9952,48201251901,"48201251901"
